location,year,month,disaster_type,prob_ACCIDENT,prob_COLLAPSE,prob_COMERCIAL FIRE,prob_DISASTER_TYPE,prob_DROWN,prob_DROWNING,prob_EPIDEMIC,prob_EXPLOSION,prob_FIRE,prob_FLOOD,prob_INDUSTRIAL FIRE,prob_LANDSLIDE,prob_LIGHTNING,prob_MAN MADE (BUILDING COLLAPSE),prob_MAN MADE(BUILDING COLLAPSE),prob_MAN_MADE,prob_PEST_INFESTATION,prob_RAIN_STORM,prob_TIDAL_WAVE,prob_WIND_STORM
K PROPER,2028,9,MAN_MADE,0.1,0.12,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.34,0.0,0.13,0.08,0.1
QUEEN OF PEACE,2028,9,MAN_MADE,0.15,0.09,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.07,0.0,0.07,0.0,0.0,0.03,0.25,0.0,0.1,0.06,0.1
APOLLO SANKOBA,2028,9,MAN_MADE,0.03,0.13,0.0,0.0,0.01,0.0,0.03,0.04,0.04,0.11,0.0,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.14,0.16
HEAVEN ON EARTH,2028,9,MAN_MADE,0.09,0.14,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.32,0.0,0.12,0.09,0.11
ABOI,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.02,0.02,0.08,0.14,0.01,0.01,0.0,0.0,0.01,0.2,0.0,0.08,0.12,0.16
TANOKROM,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.06,0.0,0.08,0.0,0.01,0.03,0.22,0.0,0.06,0.06,0.16
MBOFRADWEN,2028,9,MAN_MADE,0.11,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.12,0.08,0.12
"CANAAN,SAMREBOI",2028,9,MAN_MADE,0.07,0.15,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.31,0.0,0.09,0.12,0.14
DOMEAKROM,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.32,0.0,0.09,0.12,0.14
FORDJOKROM,2028,9,MAN_MADE,0.09,0.15,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.33,0.0,0.11,0.1,0.11
PONTOSO,2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.07,0.0,0.07,0.0,0.0,0.03,0.25,0.0,0.1,0.06,0.09
AGYEZA,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.02,0.02,0.05,0.15,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
ALLOWULE,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
H/ASSINI,2028,9,MAN_MADE,0.09,0.14,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.32,0.0,0.12,0.1,0.11
"NEW NZULEZO,MPATADO",2028,9,MAN_MADE,0.14,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.29,0.0,0.12,0.07,0.12
"BEYIN,ELLOYIN,GHANA NUGUA,ALOMATOUPE,JAWAY WHARF,ELUBO,HALF ASSINI,ATWEBANSO,EDOBO,NEW TOWN WHARF",2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.06,0.0,0.01,0.01,0.0,0.01,0.28,0.0,0.09,0.12,0.16
"ELUBO,ANWIAFUTU,SOWODAZIM",2028,9,MAN_MADE,0.08,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.36,0.0,0.09,0.11,0.11
"HALF ASSINI,JAWAY WHARF,MPEASEM,SENTE",2028,9,MAN_MADE,0.09,0.14,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.32,0.0,0.12,0.09,0.11
SENTE,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.06,0.0,0.07,0.0,0.0,0.03,0.23,0.0,0.09,0.06,0.15
BONYERE BANKYIN,2028,9,MAN_MADE,0.07,0.16,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.3,0.0,0.09,0.12,0.14
SOWUDADZIM,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.06,0.0,0.07,0.0,0.0,0.03,0.23,0.0,0.08,0.06,0.16
BAWIA,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.05,0.0,0.01,0.01,0.0,0.01,0.27,0.0,0.1,0.12,0.16
NVELLENU,2028,9,MAN_MADE,0.12,0.07,0.0,0.0,0.02,0.02,0.01,0.01,0.04,0.04,0.0,0.04,0.0,0.0,0.05,0.31,0.0,0.08,0.09,0.1
MBEM,2028,9,MAN_MADE,0.11,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.12,0.08,0.12
"MPATABA,NEW NZULEZO",2028,9,MAN_MADE,0.11,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.02,0.33,0.0,0.12,0.08,0.12
AKANGO,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
AKOSONU,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
BOMOKROM,2028,9,MAN_MADE,0.07,0.15,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.06,0.0,0.01,0.0,0.0,0.01,0.3,0.0,0.09,0.12,0.14
"AKANGO,AKOSONU,BOMOKROM,AWOLEZO,BANKYIM,BOKRO,AJOMORO,AYISAKRO",2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
AVREBO,2028,9,MAN_MADE,0.07,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.24,0.0,0.09,0.12,0.18
AHUNYAME,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.02,0.02,0.05,0.15,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
TAKORADI MARKET,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.06,0.0,0.08,0.0,0.0,0.03,0.22,0.0,0.07,0.06,0.16
KWEIKUMA RIDGE,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
KWEIKUMA BUS TOP,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
KANSAWORODO,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.01,0.36,0.0,0.13,0.09,0.1
"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE",2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.01,0.35,0.0,0.13,0.09,0.11
"WEST FIJAI,KOJOKROM,ENOE",2028,9,ACCIDENT,0.2,0.07,0.0,0.0,0.04,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.19,0.0,0.07,0.06,0.16
LOWER NEW TAKORADI,2028,9,MAN_MADE,0.08,0.07,0.0,0.0,0.02,0.03,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.04,0.4,0.0,0.08,0.09,0.12
ADAKOPE,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.02,0.02,0.05,0.16,0.01,0.01,0.01,0.0,0.01,0.18,0.0,0.09,0.13,0.16
KOKOMPE NO.1,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.01,0.35,0.0,0.13,0.09,0.11
ESIKAFOAMBANTEM NO1,2028,9,MAN_MADE,0.08,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.36,0.0,0.09,0.11,0.11
SEK. RAILWAYS SLUMS,2028,9,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.05,0.0,0.05,0.0,0.0,0.06,0.31,0.0,0.05,0.09,0.13
ESSIKADO,2028,9,MAN_MADE,0.08,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.36,0.0,0.09,0.11,0.11
"MANSO,BANSO,EDAA,DOMINASE",2028,9,MAN_MADE,0.11,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.12,0.08,0.12
Manso,2028,9,MAN_MADE,0.13,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.32,0.0,0.12,0.08,0.12
"Dominase,Treboum,Ayiem,Mpohor,Banso",2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.35,0.0,0.1,0.11,0.11
"INCHABAN,ESSUMANKROM",2028,9,MAN_MADE,0.1,0.13,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.33,0.0,0.12,0.09,0.1
Anlo Beach,2028,9,MAN_MADE,0.07,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.24,0.0,0.1,0.12,0.17
Supomu-dunkwa,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.06,0.0,0.07,0.0,0.0,0.03,0.23,0.0,0.08,0.06,0.16
"ANTO,ABOSO,DUNKWA,OHIAMADWEN,OLD DABOASE JUNCTION,ASSORKO,KWAABENANOKROM,NEW DABOASE JUNCTION",2028,9,MAN_MADE,0.03,0.13,0.0,0.0,0.01,0.0,0.03,0.03,0.04,0.11,0.0,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.14,0.17
Sanzule Ewe Comm.,2028,9,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.05,0.0,0.05,0.0,0.0,0.06,0.31,0.0,0.05,0.09,0.13
AKOTO,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
Azuleloanu,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.01,0.0,0.01,0.25,0.0,0.1,0.12,0.16
New Bakanta ,2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.06,0.0,0.06,0.0,0.0,0.03,0.25,0.0,0.11,0.06,0.1
BADUKROM,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.01,0.0,0.01,0.26,0.0,0.1,0.12,0.16
"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG",2028,9,MAN_MADE,0.08,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.36,0.0,0.09,0.11,0.11
BONSAWIRE,2028,9,MAN_MADE,0.07,0.16,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.3,0.0,0.09,0.12,0.14
"enyinase,nsuaem",2028,9,ACCIDENT,0.2,0.05,0.0,0.0,0.09,0.01,0.0,0.01,0.04,0.06,0.0,0.06,0.0,0.01,0.01,0.18,0.0,0.08,0.05,0.15
teberebie,2028,9,ACCIDENT,0.2,0.05,0.0,0.0,0.15,0.01,0.0,0.01,0.04,0.06,0.0,0.06,0.0,0.01,0.0,0.17,0.0,0.06,0.04,0.14
"Wassa Akropong,Abrokyire Krobo,Afransie",2028,9,ACCIDENT,0.2,0.07,0.0,0.0,0.04,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.19,0.0,0.07,0.06,0.16
"Jukwaa,Hemaa,Asunda",2028,9,MAN_MADE,0.1,0.12,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.34,0.0,0.13,0.08,0.1
"WASSA ASIKUMA,WASSA ADANSE,GYEDUA,BAWDIE",2028,9,MAN_MADE,0.19,0.08,0.0,0.0,0.03,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.21,0.0,0.06,0.06,0.16
"damoakrom,wassa akropong",2028,9,ACCIDENT,0.21,0.05,0.0,0.0,0.08,0.01,0.0,0.01,0.04,0.06,0.0,0.06,0.0,0.01,0.01,0.18,0.0,0.08,0.05,0.15
SOFO ZONGO,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.06,0.0,0.07,0.0,0.0,0.03,0.23,0.0,0.08,0.06,0.15
Kwesimintsim,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
Whindo,2028,9,ACCIDENT,0.2,0.07,0.0,0.0,0.05,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.18,0.0,0.08,0.05,0.16
Adientem,2028,9,MAN_MADE,0.07,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.24,0.0,0.1,0.12,0.17
Race Course,2028,9,MAN_MADE,0.15,0.08,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.07,0.0,0.07,0.0,0.0,0.03,0.25,0.0,0.08,0.06,0.13
"Kwesimintsim,I Adu",2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
Effia,2028,9,MAN_MADE,0.08,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.35,0.0,0.1,0.11,0.11
Anaji,2028,9,MAN_MADE,0.07,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.24,0.0,0.1,0.12,0.17
NFANTE LANE,2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.05,0.0,0.05,0.0,0.0,0.03,0.26,0.0,0.12,0.07,0.1
WASSA DUNKWA,2028,9,ACCIDENT,0.2,0.07,0.0,0.0,0.03,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.2,0.0,0.06,0.06,0.17
BISSASO,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.06,0.0,0.01,0.01,0.0,0.01,0.29,0.0,0.09,0.12,0.15
"Asakrangua,Samreaboi,kokoase",2028,9,MAN_MADE,0.07,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.01,0.0,0.01,0.25,0.0,0.1,0.12,0.16
"GHANA NUNGUA, COCOA TOWN.JAWAY",2028,9,MAN_MADE,0.09,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.33,0.0,0.12,0.1,0.11
HALF ASSINI,2028,9,MAN_MADE,0.06,0.11,0.0,0.0,0.02,0.03,0.01,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.03,0.38,0.0,0.08,0.09,0.11
ANLOMATUOPE,2028,9,MAN_MADE,0.03,0.13,0.0,0.0,0.01,0.0,0.03,0.03,0.05,0.1,0.0,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.14,0.17
REGIMANUEL ESTATE,2028,9,MAN_MADE,0.15,0.08,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.07,0.0,0.07,0.0,0.0,0.03,0.25,0.0,0.08,0.06,0.13
Kojokrom Alatasemenafom,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
Takoradi Amanful,2028,9,MAN_MADE,0.17,0.08,0.0,0.0,0.03,0.01,0.0,0.01,0.04,0.06,0.0,0.07,0.0,0.01,0.01,0.22,0.0,0.06,0.06,0.17
Fijai Town,2028,9,MAN_MADE,0.09,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.33,0.0,0.12,0.1,0.11
Takoradi  zenith area,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.03,0.01,0.0,0.01,0.04,0.05,0.0,0.07,0.0,0.01,0.02,0.22,0.0,0.06,0.06,0.18
Kweikuma Caprice,2028,9,MAN_MADE,0.1,0.1,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.02,0.34,0.0,0.13,0.08,0.12
Takoradi Adakope ,2028,9,MAN_MADE,0.17,0.08,0.0,0.0,0.03,0.01,0.0,0.01,0.04,0.05,0.0,0.07,0.0,0.01,0.01,0.22,0.0,0.06,0.06,0.18
Bakaekyir,2028,9,MAN_MADE,0.07,0.15,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.31,0.0,0.09,0.12,0.14
Obokrom,2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.06,0.0,0.07,0.0,0.0,0.03,0.25,0.0,0.11,0.06,0.09
TAKORADI MANKWADZI ROAD,2028,9,MAN_MADE,0.16,0.08,0.0,0.0,0.02,0.01,0.0,0.01,0.04,0.06,0.0,0.08,0.0,0.0,0.03,0.22,0.0,0.07,0.06,0.16
"NKROFUL,DIABENE,KANSAWORODO",2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.06,0.0,0.06,0.0,0.0,0.03,0.25,0.0,0.11,0.06,0.1
BU JUNCTION,2028,9,MAN_MADE,0.07,0.16,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.01,0.0,0.0,0.01,0.3,0.0,0.09,0.12,0.14
NKETSIAKROM,2028,9,MAN_MADE,0.15,0.1,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.05,0.0,0.05,0.0,0.0,0.03,0.25,0.0,0.11,0.07,0.11
KAKUSUADO,2028,9,MAN_MADE,0.1,0.11,0.0,0.0,0.02,0.01,0.0,0.01,0.03,0.04,0.0,0.01,0.0,0.0,0.01,0.35,0.0,0.13,0.08,0.1
AKYINIM,2028,9,MAN_MADE,0.02,0.12,0.0,0.0,0.01,0.0,0.03,0.02,0.05,0.14,0.01,0.01,0.01,0.0,0.01,0.19,0.0,0.09,0.13,0.16
ASSUAWUAH,2028,9,MAN_MADE,0.05,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.04,0.09,0.0,0.01,0.01,0.0,0.01,0.23,0.0,0.09,0.14,0.17
BAMIAKOR,2028,9,MAN_MADE,0.07,0.14,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.01,0.0,0.01,0.26,0.0,0.1,0.12,0.16
Location,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.06,0.23,0.0,0.11,0.15,0.13
ESIAMA,2028,10,MAN_MADE,0.11,0.08,0.0,0.0,0.01,0.03,0.0,0.0,0.07,0.06,0.0,0.0,0.01,0.0,0.02,0.26,0.01,0.06,0.1,0.18
AGONA NKWANTA,2028,10,MAN_MADE,0.06,0.06,0.0,0.0,0.01,0.0,0.01,0.02,0.04,0.16,0.01,0.0,0.05,0.0,0.02,0.23,0.0,0.11,0.12,0.1
MPATASE,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.06,0.22,0.0,0.11,0.15,0.13
ABURA,2028,10,TIDAL_WAVE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.16,0.01,0.0,0.0,0.0,0.03,0.18,0.0,0.14,0.2,0.08
AKWIDAA,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.16,0.16
BONWIRE JUNCTION,2028,10,MAN_MADE,0.04,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.26,0.0,0.08,0.19,0.15
AHOBRE,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.16,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.17,0.15
"ABURA,AGONA",2028,10,TIDAL_WAVE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.16,0.01,0.0,0.0,0.0,0.03,0.18,0.0,0.14,0.2,0.08
DIXCOVE,2028,10,MAN_MADE,0.05,0.1,0.0,0.0,0.01,0.03,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.04,0.25,0.0,0.09,0.21,0.12
"ESSIPONG,ESSAMAM,MPINTSIN",2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
ESHIEM,2028,10,MAN_MADE,0.05,0.09,0.0,0.0,0.01,0.05,0.01,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.07,0.17,0.13
NYANSO,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
AKYIM,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.16,0.16
NEW BENSO ,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.08,0.0,0.02,0.0,0.0,0.07,0.2,0.0,0.12,0.13,0.12
BENSO ATAKROM,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.22,0.0,0.12,0.18,0.18
NSUAEM,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.1,0.1,0.11
COCOA TOWN,2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.03,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.09,0.21,0.12
JAWAY,2028,10,MAN_MADE,0.07,0.05,0.0,0.01,0.02,0.06,0.01,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.05,0.24,0.0,0.1,0.15,0.11
"JOMRO,MANTSEMANKABI,MENTUKWA,ELEBO ZONGO,NEWTOWN,BANYIN,ELEBO CEMETRY,ELEBO GYINAKRO,ELEBO POST OFFICE",2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.1,0.15,0.12
GYINAKO,2028,10,MAN_MADE,0.07,0.09,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.23,0.0,0.09,0.17,0.14
POST OFFICE,2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.08,0.1,0.11
MANTEMANKABI,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.06,0.23,0.0,0.11,0.15,0.13
ZONGO,2028,10,WIND_STORM,0.15,0.03,0.0,0.0,0.05,0.01,0.0,0.0,0.08,0.08,0.0,0.02,0.01,0.01,0.07,0.17,0.01,0.05,0.08,0.18
NDABULA,2028,10,MAN_MADE,0.1,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.07,0.22,0.0,0.1,0.15,0.12
GHANA NUNGUA,2028,10,MAN_MADE,0.07,0.1,0.0,0.01,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.24,0.0,0.09,0.17,0.14
NSUANO,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.1,0.1,0.11
MARKET,2028,10,MAN_MADE,0.07,0.04,0.0,0.01,0.02,0.06,0.01,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.08,0.23,0.0,0.1,0.15,0.13
NEW TOWN,2028,10,MAN_MADE,0.09,0.04,0.0,0.0,0.02,0.05,0.0,0.0,0.04,0.07,0.0,0.01,0.0,0.0,0.11,0.2,0.0,0.11,0.15,0.11
AMAMAMO,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.16
MANTUKWA,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.06,0.23,0.0,0.11,0.15,0.13
BEYIN,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.22,0.0,0.12,0.18,0.18
ENZINITIANU,2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
