date,disaster_type,id,location,severity_index,year,month,day,day_of_week
,DISASTER_TYPE,Incident_Count,Location,Severity_Index,,,,
2021-04-10,PEST INFESTATION,1,"ASANTA,ASEMKO,OLD BAKANTA,ESIAMA,EKWEI",1,2021.0,4.0,10.0,5.0
2021-06-11,FIRE,1,ESIAMA,1,2021.0,6.0,11.0,4.0
2021-02-16,RAIN_STORM,1,APONTENKROM,1,2021.0,2.0,16.0,1.0
2021-04-06,RAIN_STORM,1,ANAKUM,1,2021.0,4.0,6.0,1.0
2021-04-10,RAIN_STORM,1,AGYADEN,1,2021.0,4.0,10.0,5.0
2021-07-03,WIND_STORM,1,ESSAMANG,1,2021.0,7.0,3.0,5.0
2021-10-03,WIND_STORM,1,"OLD SUBRI,BAASE",1,2021.0,10.0,3.0,6.0
2021-04-26,WIND_STORM,1,ATEIKU,1,2021.0,4.0,26.0,0.0
2021-04-27,WIND_STORM,1,ATEIKU OSENSO,1,2021.0,4.0,27.0,1.0
2021-01-09,FLOOD,1,ATEIKU,1,2021.0,1.0,9.0,5.0
2021-04-26,WIND_STORM,1,"BLOCKSO,ASANKRANGWA",1,2021.0,4.0,26.0,0.0
2021-06-15,FIRE,1,ASIKAFO-ANBANTEM,1,2021.0,6.0,15.0,1.0
2021-06-26,FLOOD,1,CANAAN,1,2021.0,6.0,26.0,5.0
2021-03-24,FIRE,1,WASSA DAMAN,1,2021.0,3.0,24.0,2.0
2021-04-08,FLOOD,1,WASSA AKROPONG,1,2021.0,4.0,8.0,3.0
2021-07-08,FLOOD,1,WASSA AFRANSIE,1,2021.0,7.0,8.0,3.0
2021-01-09,FIRE,1,WASSA AKROPONG,1,2021.0,1.0,9.0,5.0
2021-11-30,RAIN_STORM,1,WASSA SUHYENSU,1,2021.0,11.0,30.0,1.0
2021-05-12,FIRE,1,WASSA AKROPONG,1,2021.0,5.0,12.0,2.0
2021-12-15,MAN_MADE,1,WASSA AKROPONG,1,2021.0,12.0,15.0,2.0
2021-02-25,FLOOD,1,CINDYS COTTAGE HOUSING AREA,1,2021.0,2.0,25.0,3.0
2021-04-10,FIRE,1,ZONGO,1,2021.0,4.0,10.0,5.0
2021-04-05,FIRE,1,ZONGO,1,2021.0,4.0,5.0,0.0
2021-04-07,FIRE,1,NEWSITE,1,2021.0,4.0,7.0,2.0
2021-01-07,RAIN_STORM,1,BANKYEASE,1,2021.0,1.0,7.0,3.0
2021-07-17,RAIN_STORM,1,ANAJI,1,2021.0,7.0,17.0,5.0
2021-06-09,FIRE,1,NEWSITE F-COMPOUND,1,2021.0,6.0,9.0,2.0
2024-02-26,FIRE,1,ANTO,1,2024.0,2.0,26.0,0.0
2024-04-17,FIRE,1,SHAMA JUNCTION,1,2024.0,4.0,17.0,2.0
2024-05-25,COLLAPSE,1,SHAMA,1,2024.0,5.0,25.0,5.0
2024-06-19,COLLAPSE,1,FAWOMANYE,1,2024.0,6.0,19.0,2.0
2024-11-19,FIRE,1,ITUMA,1,2024.0,11.0,19.0,1.0
2024-04-17,RAIN_STORM,1,MENZEZOR,1,2024.0,4.0,17.0,2.0
2024-04-25,FIRE,1,BASAKE,1,2024.0,4.0,25.0,3.0
2024-11-05,FIRE,1,AKROPONG,1,2024.0,11.0,5.0,1.0
2024-05-22,RAIN_STORM,2,"ANKOBRA,EIKWE",1,2024.0,5.0,22.0,2.0
2024-05-22,WIND_STORM,1,KWASIKROM,1,2024.0,5.0,22.0,2.0
2024-06-19,FIRE,1,KWAMENAKROM,1,2024.0,6.0,19.0,2.0
2024-01-13,FIRE,1,DOMPIM,1,2024.0,1.0,13.0,5.0
2024-10-05,FIRE,1,NYAME NNAE,1,2024.0,10.0,5.0,5.0
2024-05-16,FIRE,1,ASANKRANGWA,1,2024.0,5.0,16.0,3.0
2024-06-18,FIRE,1,BREMAN,1,2024.0,6.0,18.0,1.0
2024-02-17,FIRE,1,AZULETI,1,2024.0,2.0,17.0,5.0
2024-07-03,RAIN_STORM,1,"HALF ASSINI , ADUSUAZO",1,2024.0,7.0,3.0,2.0
2024-03-21,FIRE,1,HALF ASSINI,1,2024.0,3.0,21.0,3.0
2024-05-05,FIRE,1,METIKA,1,2024.0,5.0,5.0,6.0
2024-12-06,TIDAL_WAVE,1,MPEASEM,1,2024.0,12.0,6.0,4.0
2024-06-25,FLOOD,1,"NEW EDOBO,OLD EDOBO,HALF ASSINI,BENYIN",1,2024.0,6.0,25.0,1.0
2024-06-27,FLOOD,1,TAKINTA,1,2024.0,6.0,27.0,3.0
2024-10-06,TIDAL_WAVE,1,BONYERE,1,2024.0,10.0,6.0,6.0
2024-04-06,TIDAL_WAVE,1,EZINLINBO,1,2024.0,4.0,6.0,5.0
2024-08-30,FIRE,1,HALF ASSINI,1,2024.0,8.0,30.0,4.0
2024-01-24,EPIDEMIC,1,ESHIEM,1,2024.0,1.0,24.0,2.0
2024-02-02,EPIDEMIC,1,NTAMAKROM,1,2024.0,2.0,2.0,4.0
2024-01-29,FIRE,1,YENSUADO(NAVAL QTRS),1,2024.0,1.0,29.0,0.0
2024-03-04,FIRE,1,NGIRESIA,1,2024.0,3.0,4.0,0.0
2024-04-22,FIRE,1,TAKORADI AMANFUL,1,2024.0,4.0,22.0,0.0
2024-03-07,FLOOD,1,ESSIPONG,1,2024.0,3.0,7.0,3.0
2024-04-07,FLOOD,1,KETAN,1,2024.0,4.0,7.0,6.0
2024-04-07,FLOOD,1,BAKODO,1,2024.0,4.0,7.0,6.0
2024-09-13,ACCIDENT,1,KANSAWORDO,1,2024.0,9.0,13.0,4.0
2024-11-20,FIRE,1,MPINTSIN,1,2024.0,11.0,20.0,2.0
2024-12-30,FIRE,1,YENSUADO,1,2024.0,12.0,30.0,0.0
2024-05-12,FIRE,1,BAKAKYIRE,1,2024.0,5.0,12.0,6.0
2024-06-05,RAIN_STORM,1,"EDELESUAZO,ANAGYE,EWUKU,EGUAFO,AGONA",1,2024.0,6.0,5.0,2.0
2022-01-23,FIRE,1,DIXCOVE,1,2022.0,1.0,23.0,6.0
2022-06-21,FLOOD,1,"ASEMASA,AKATENCHIE,ACHOWAI,TIGARI,AHUNTUMAN",1,2022.0,6.0,21.0,1.0
2022-06-15,FLOOD,1,"APOWA, BEAHU, NEW AMANFUL, FUNKO, KEJEBIL",1,2022.0,6.0,15.0,2.0
2022-09-09,FIRE,1,EWUSIEDJOE,1,2022.0,9.0,9.0,4.0
2022-09-13,FLOOD,1,DAMTI,1,2022.0,9.0,13.0,1.0
2022-09-24,FLOOD,1,BEAHU,1,2022.0,9.0,24.0,5.0
2022-11-29,FIRE,1,ADAANSE,1,2022.0,11.0,29.0,1.0
2022-01-20,FIRE,1,MPOHOR,1,2022.0,1.0,20.0,3.0
2022-03-15,WIND_STORM,3,"MPOHOYABEW,OBRAYEBONA,TREBUO",1,2022.0,3.0,15.0,1.0
2022-03-16,WIND_STORM,1,OBRAYEBONA,1,2022.0,3.0,16.0,2.0
2022-03-16,PEST_INFESTATION,1,MPOHOR,1,2022.0,3.0,16.0,2.0
2022-03-26,WIND_STORM,1,BANSO,1,2022.0,3.0,26.0,5.0
2022-05-15,FLOOD,1,MPOHOR,1,2022.0,5.0,15.0,6.0
2022-07-14,WIND_STORM,1,BANSO,1,2022.0,7.0,14.0,3.0
2022-07-28,WIND_STORM,1,MANSO,1,2022.0,7.0,28.0,3.0
2022-04-08,WIND_STORM,1,ADANSE,1,2022.0,4.0,8.0,4.0
2022-01-25,FIRE,1,ABUESI-BAKAEKYIR,1,2022.0,1.0,25.0,1.0
2022-01-26,FIRE,1,ABUESI COMPOUND,1,2022.0,1.0,26.0,2.0
2022-03-21,ACCIDENT,1,ASEAMASA,1,2022.0,3.0,21.0,0.0
2022-06-18,FLOOD,1,"INCHABAN,SHAMA JUNCTION,BEPOSO",1,2022.0,6.0,18.0,5.0
2022-12-08,FIRE,1,NEW JERUSALEM,1,2022.0,12.0,8.0,3.0
2022-08-28,FIRE,1,ABEASE,1,2022.0,8.0,28.0,6.0
2022-03-03,FIRE,1,AIYINASI,1,2022.0,3.0,3.0,3.0
2022-06-03,FIRE,1,AIYINASI,1,2022.0,6.0,3.0,4.0
2022-05-04,FIRE,1,ANWIA,1,2022.0,5.0,4.0,2.0
2022-08-04,RAIN_STORM,1,"ASEMKO,KRISAN,NKROFUL,DADWEN,ASOMASE,BASEKE,SANTASO,BONSUKROM,ASANTA",1,2022.0,8.0,4.0,3.0
2022-04-20,FIRE,1,EKWEI,1,2022.0,4.0,20.0,2.0
2022-04-22,FIRE,1,EKWEI,1,2022.0,4.0,22.0,4.0
2022-05-18,FIRE,1,ESIAMA,1,2022.0,5.0,18.0,2.0
2022-04-06,RAIN_STORM,1,TANDAN,1,2022.0,4.0,6.0,2.0
2022-06-18,FLOOD,1,AKROPONG,1,2022.0,6.0,18.0,5.0
2022-06-19,FLOOD,1,ADUBRIM,1,2022.0,6.0,19.0,6.0
2022-08-27,FIRE,1,ESIAMA,1,2022.0,8.0,27.0,5.0
2022-08-27,FIRE,1,NKROFUL,1,2022.0,8.0,27.0,5.0
2022-09-20,FIRE,1,NKROFUL,1,2022.0,9.0,20.0,1.0
2022-07-01,FIRE,1,TARKWA NA ABOSO,1,2022.0,7.0,1.0,4.0
2022-03-28,WIND_STORM,1,DOMPIM,1,2022.0,3.0,28.0,0.0
2022-05-06,MAN_MADE,1,TARKWA BANSO,1,2022.0,5.0,6.0,4.0
2022-06-05,FIRE,1,AKOON,1,2022.0,6.0,5.0,6.0
2022-06-06,FIRE,1,DOMPIM,1,2022.0,6.0,6.0,0.0
2022-06-21,LANDSLIDE,1,TEBEREBE JUNCTION,1,2022.0,6.0,21.0,1.0
2022-08-08,MAN_MADE,1,BONSA,1,2022.0,8.0,8.0,0.0
,FIRE,1,BENSO-NINGO,1,,,,
2022-10-27,FIRE,1,BENSO-NEWSITE,1,2022.0,10.0,27.0,3.0
2022-11-02,FIRE,1,BRAHABEBOME,1,2022.0,11.0,2.0,2.0
2022-11-20,FIRE,1,NZEMALINE,1,2022.0,11.0,20.0,6.0
2022-06-01,FIRE,1,BONDAYE,1,2022.0,6.0,1.0,2.0
2022-01-17,FIRE,1,SANKOFA,1,2022.0,1.0,17.0,0.0
2022-01-19,RAIN_STORM,1,ABOSO,1,2022.0,1.0,19.0,2.0
2022-01-30,FIRE,1,ATITSO,1,2022.0,1.0,30.0,6.0
2022-01-20,EXPLOSION,1,APPEATSE,1,2022.0,1.0,20.0,3.0
2022-01-30,FIRE,1,KRUTOWN,1,2022.0,1.0,30.0,6.0
2022-04-08,RAIN_STORM,1,APPIATSE,1,2022.0,4.0,8.0,4.0
2022-05-02,FIRE,1,DAMANG,1,2022.0,5.0,2.0,0.0
2022-05-02,MAN_MADE,1,APPIATSE,1,2022.0,5.0,2.0,0.0
2022-06-25,FIRE,1,ADJEIKROM,1,2022.0,6.0,25.0,5.0
2023-07-10,FIRE,1,BOGOSO,1,2023.0,7.0,10.0,0.0
2023-10-16,MAN_MADE,1,FANTI MINES SHAFT,1,2023.0,10.0,16.0,0.0
2022-11-19,MAN_MADE,1,BOGOSO,1,2022.0,11.0,19.0,5.0
2022-02-19,WIND_STORM,1,WASSA MOSEASO,1,2022.0,2.0,19.0,5.0
2022-02-19,RAIN_STORM,1,"WASSA AKODAAKROM,AKROPONG, DAWURAMPONG,ADONNOE",1,2022.0,2.0,19.0,5.0
2022-02-19,FIRE,1,WASSA AFRANSIE,1,2022.0,2.0,19.0,5.0
2022-06-13,FLOOD,1,WASSA ANKYIASE,1,2022.0,6.0,13.0,0.0
2022-06-14,FLOOD,1,WASSA BAWDIE,1,2022.0,6.0,14.0,1.0
2022-06-15,FLOOD,1,WASSA ASUNDUA,1,2022.0,6.0,15.0,2.0
2022-06-16,RAIN_STORM,1,OPPONG VALLEY,1,2022.0,6.0,16.0,3.0
2022-06-20,WIND_STORM,1,WASSA MAMEISO,1,2022.0,6.0,20.0,0.0
2022-08-15,FIRE,1,PRESTEA NKWANTA,1,2022.0,8.0,15.0,0.0
2022-09-28,FLOOD,1,"SALAMI,EDUCATION,HOSPITAL RIDGE,DWENASE",1,2022.0,9.0,28.0,2.0
2022-09-29,FLOOD,1,"LOW COST,IBS DOWN,MARTA,KWESI BUKRO",1,2022.0,9.0,29.0,3.0
2022-01-24,FIRE,1,"DABOASE,SEKYERE ABOADZERAM",1,2022.0,1.0,24.0,0.0
2022-02-15,WIND_STORM,1,EDWENASE,1,2022.0,2.0,15.0,1.0
2022-02-03,WIND_STORM,1,TORSEN,1,2022.0,2.0,3.0,3.0
2022-03-15,WIND_STORM,1,DABOASE,1,2022.0,3.0,15.0,1.0
2022-06-08,WIND_STORM,1,SEKYERE ABOROADZEMU,1,2022.0,6.0,8.0,2.0
2022-06-13,WIND_STORM,1,ATEIKU,1,2022.0,6.0,13.0,0.0
2022-06-18,WIND_STORM,1,"ATEIKU,AKUTUASE",1,2022.0,6.0,18.0,5.0
2022-05-10,DROWNING,1,SKYEREHIMAN,1,2022.0,5.0,10.0,1.0
2022-01-16,EPIDEMIC,1,AIRPORT RIDGE,1,2022.0,1.0,16.0,6.0
2022-01-17,FIRE,1,ANAJI,1,2022.0,1.0,17.0,0.0
2022-01-01,FIRE,1,TTI,1,2022.0,1.0,1.0,5.0
2022-06-05,WIND_STORM,1,EAST TANOKROM,1,2022.0,6.0,5.0,6.0
2022-05-13,FIRE,1,BANKYEASE,1,2022.0,5.0,13.0,4.0
2022-06-16,FIRE,1,ABENBOBOM,1,2022.0,6.0,16.0,3.0
2022-06-15,FLOOD,1,MUNICIPALITY,1,2022.0,6.0,15.0,2.0
2022-06-18,FIRE,1,EFFIAKUMA ZONGO,1,2022.0,6.0,18.0,5.0
2022-06-23,FIRE,1,K.PROPER,1,2022.0,6.0,23.0,3.0
2022-07-25,FIRE,1,J COMPOUND,1,2022.0,7.0,25.0,0.0
2022-08-26,FIRE,1,NO.2 J2 COMPOUND,1,2022.0,8.0,26.0,4.0
2022-12-09,FIRE,1,K PROPER,1,2022.0,12.0,9.0,4.0
,FIRE,1,QUEEN OF PEACE,1,,,,
2022-10-17,FIRE,1,APOLLO SANKOBA,1,2022.0,10.0,17.0,0.0
2022-03-11,FIRE,1,HEAVEN ON EARTH,1,2022.0,3.0,11.0,4.0
2022-01-26,FIRE,1,ABOI,1,2022.0,1.0,26.0,2.0
2022-05-20,RAIN_STORM,1,TANOKROM,1,2022.0,5.0,20.0,4.0
2022-05-20,MAN_MADE,1,MBOFRADWEN,1,2022.0,5.0,20.0,4.0
2022-05-23,FLOOD,1,"CANAAN,SAMREBOI",1,2022.0,5.0,23.0,0.0
2022-06-02,FIRE,1,DOMEAKROM,1,2022.0,6.0,2.0,3.0
2022-06-24,FLOOD,1,FORDJOKROM,1,2022.0,6.0,24.0,4.0
2022-06-29,DROWNING,1,PONTOSO,1,2022.0,6.0,29.0,2.0
2022-06-04,RAIN_STORM,1,AGYEZA,1,2022.0,6.0,4.0,5.0
2022-04-13,FIRE,1,ALLOWULE,1,2022.0,4.0,13.0,2.0
2022-04-23,FIRE,1,H/ASSINI,1,2022.0,4.0,23.0,5.0
2022-06-23,RAIN_STORM,1,"NEW NZULEZO,MPATADO",1,2022.0,6.0,23.0,3.0
2022-06-25,FLOOD,1,"BEYIN,ELLOYIN,GHANA NUGUA,ALOMATOUPE,JAWAY WHARF,ELUBO,HALF ASSINI,ATWEBANSO,EDOBO,NEW TOWN WHARF",1,2022.0,6.0,25.0,5.0
2022-09-07,FLOOD,1,"ELUBO,ANWIAFUTU,SOWODAZIM",1,2022.0,9.0,7.0,2.0
2022-07-18,FIRE,1,"HALF ASSINI,JAWAY WHARF,MPEASEM,SENTE",1,2022.0,7.0,18.0,0.0
2022-08-26,MAN_MADE,1,MPEASEM,1,2022.0,8.0,26.0,4.0
2022-10-09,MAN_MADE,1,SENTE,1,2022.0,10.0,9.0,6.0
2022-02-12,FIRE,1,BONYERE BANKYIN,1,2022.0,2.0,12.0,5.0
2022-10-12,FIRE,1,SOWUDADZIM,1,2022.0,10.0,12.0,2.0
2022-12-13,FIRE,1,BAWIA,1,2022.0,12.0,13.0,1.0
2022-12-15,FIRE,1,NVELLENU,1,2022.0,12.0,15.0,3.0
2022-12-16,FIRE,1,MBEM,1,2022.0,12.0,16.0,4.0
2022-12-18,RAIN_STORM,1,"MPATABA,NEW NZULEZO",1,2022.0,12.0,18.0,6.0
2022-05-03,FIRE,1,AKANGO,1,2022.0,5.0,3.0,1.0
2022-05-18,FLOOD,1,AKOSONU,1,2022.0,5.0,18.0,2.0
2022-05-21,FLOOD,1,BOMOKROM,1,2022.0,5.0,21.0,5.0
2022-06-22,FLOOD,1,"AKANGO,AKOSONU,BOMOKROM,AWOLEZO,BANKYIM,BOKRO,AJOMORO,AYISAKRO",1,2022.0,6.0,22.0,2.0
2022-07-15,FLOOD,1,AVREBO,1,2022.0,7.0,15.0,4.0
2022-07-16,FLOOD,1,AHUNYAME,1,2022.0,7.0,16.0,5.0
2022-04-01,COMERCIAL FIRE,1,TAKORADI MARKET,1,2022.0,4.0,1.0,4.0
2022-05-01,FIRE,1,KWEIKUMA RIDGE,1,2022.0,5.0,1.0,6.0
2022-05-09,COMERCIAL FIRE,1,KWEIKUMA BUS TOP,1,2022.0,5.0,9.0,0.0
2022-05-09,RAIN_STORM,1,KANSAWORODO,1,2022.0,5.0,9.0,0.0
2022-06-15,MAN_MADE,1,"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE",1,2022.0,6.0,15.0,2.0
2022-06-15,LANDSLIDE,1,"WEST FIJAI,KOJOKROM,ENOE",1,2022.0,6.0,15.0,2.0
2022-03-07,FIRE,1,LOWER NEW TAKORADI,1,2022.0,3.0,7.0,0.0
2022-07-25,FIRE,1,ADAKOPE,1,2022.0,7.0,25.0,0.0
,FIRE,1,KOKOMPE NO.1,1,,,,
2022-12-10,FIRE,1,ESIKAFOAMBANTEM NO1,1,2022.0,12.0,10.0,5.0
2022-10-24,FIRE,1,SEK. RAILWAYS SLUMS,1,2022.0,10.0,24.0,0.0
2022-03-12,MAN_MADE,1,SEK. RAILWAYS SLUMS,1,2022.0,3.0,12.0,5.0
2023-12-21,MAN_MADE,1,ESSIKADO,1,2023.0,12.0,21.0,3.0
2023-05-01,FIRE,1,MPOHOR,1,2023.0,5.0,1.0,0.0
2023-08-02,WIND_STORM,1,BANSO,1,2023.0,8.0,2.0,2.0
2023-03-17,WIND_STORM,1,"MANSO,BANSO,EDAA,DOMINASE",1,2023.0,3.0,17.0,4.0
2023-10-06,RAIN_STORM,1,MANSO,1,2023.0,10.0,6.0,4.0
2023-06-21,FLOOD,1,"DOMINASE,TREBOUM,AYIEM,MPOHOR,BANSO",1,2023.0,6.0,21.0,2.0
2023-01-27,RAIN_STORM,1,BEPOSO,1,2023.0,1.0,27.0,4.0
2023-05-02,RAIN_STORM,1,"INCHABAN,ESSUMANKROM",1,2023.0,5.0,2.0,1.0
2023-03-25,FIRE,1,ABOADZE,1,2023.0,3.0,25.0,5.0
2023-03-28,FIRE,1,SHAMA,1,2023.0,3.0,28.0,1.0
2023-04-21,FIRE,1,ANLO BEACH,1,2023.0,4.0,21.0,4.0
2023-06-25,FLOOD,1,SUPOMU-DUNKWA,1,2023.0,6.0,25.0,6.0
2023-09-09,EXPLOSION,1,"ANTO,ABOSO,DUNKWA,OHIAMADWEN,OLD DABOASE JUNCTION,ASSORKO,KWAABENANOKROM,NEW DABOASE JUNCTION",1,2023.0,9.0,9.0,5.0
2023-09-20,TIDAL_WAVE,1,ANLO BEACH,1,2023.0,9.0,20.0,2.0
2023-10-16,MAN MADE(BUILDING COLLAPSE),1,SHAMA JUNCTION,1,2023.0,10.0,16.0,0.0
2023-12-18,FIRE,1,BEPOSO,1,2023.0,12.0,18.0,0.0
2023-05-02,FIRE,1,SANZULE EWE COMM.,1,2023.0,5.0,2.0,1.0
2023-05-02,WIND_STORM,1,SANZULE EWE COMM.,1,2023.0,5.0,2.0,1.0
2023-06-02,FIRE,1,AKOTO,1,2023.0,6.0,2.0,4.0
2023-10-02,FIRE,1,AZULELOANU,1,2023.0,10.0,2.0,0.0
2023-01-14,ACCIDENT,1,NEW BAKANTA,1,2023.0,1.0,14.0,5.0
2023-02-25,ACCIDENT,1,ESIAMA,1,2023.0,2.0,25.0,5.0
2023-10-03,ACCIDENT,1,ESIAMA,1,2023.0,10.0,3.0,1.0
2023-03-02,FIRE,1,AKYEMPIM,1,2023.0,3.0,2.0,3.0
2023-04-02,WIND_STORM,1,BADUKROM,1,2023.0,4.0,2.0,6.0
2023-08-02,FIRE,1,CYANIDE,1,2023.0,8.0,2.0,2.0
2023-03-28,INDUSTRIAL FIRE,1,AKYEMPIM,1,2023.0,3.0,28.0,1.0
,RAIN_STORM,1,"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG",1,,,,
2023-09-13,COLLAPSE,1,BONSA,1,2023.0,9.0,13.0,2.0
2023-09-23,COLLAPSE,1,BONSAWIRE,1,2023.0,9.0,23.0,5.0
2023-11-27,FIRE,1,"ENYINASE,NSUAEM",1,2023.0,11.0,27.0,0.0
2023-06-12,DROWN,1,TEBEREBIE,1,2023.0,6.0,12.0,0.0
2023-04-05,FLOOD,1,"WASSA AKROPONG,ABROKYIRE KROBO,AFRANSIE",1,2023.0,4.0,5.0,2.0
2023-07-18,FLOOD,1,"JUKWAA,HEMAA,ASUNDA",1,2023.0,7.0,18.0,1.0
2023-06-08,FLOOD,1,"WASSA ASIKUMA,WASSA ADANSE,GYEDUA,BAWDIE",1,2023.0,6.0,8.0,3.0
2023-11-26,RAIN_STORM,1,"DAMOAKROM,WASSA AKROPONG",1,2023.0,11.0,26.0,6.0
2023-08-02,RAIN_STORM,1,SOFO ZONGO,1,2023.0,8.0,2.0,2.0
2023-04-15,FIRE,1,KWESIMINTSIM,1,2023.0,4.0,15.0,5.0
2023-06-20,FLOOD,1,WHINDO,1,2023.0,6.0,20.0,1.0
2023-06-21,FLOOD,1,ADIENTEM,1,2023.0,6.0,21.0,2.0
2023-06-22,FLOOD,1,RACE COURSE,1,2023.0,6.0,22.0,3.0
2023-06-23,FLOOD,1,"KWESIMINTSIM,I ADU",1,2023.0,6.0,23.0,4.0
2023-06-24,FLOOD,1,EFFIA,1,2023.0,6.0,24.0,5.0
2023-06-25,FLOOD,1,ANAJI,1,2023.0,6.0,25.0,6.0
2023-05-02,RAIN_STORM,1,NFANTE LANE,1,2023.0,5.0,2.0,1.0
2023-09-03,FIRE,1,WASSA DUNKWA,1,2023.0,9.0,3.0,6.0
2023-09-03,RAIN_STORM,1,BISSASO,1,2023.0,9.0,3.0,6.0
,FLOOD,2,"ASAKRANGUA,SAMREABOI,KOKOASE",1,,,,
2023-06-03,RAIN_STORM,1,"GHANA NUNGUA, COCOA TOWN.JAWAY",1,2023.0,6.0,3.0,5.0
2023-07-03,FIRE,1,HALF ASSINI,1,2023.0,7.0,3.0,0.0
2023-10-06,FLOOD,1,ANLOMATUOPE,1,2023.0,10.0,6.0,4.0
2023-10-26,FIRE,1,NVELLENU,1,2023.0,10.0,26.0,3.0
2023-12-22,FIRE,1,HALF ASSINI,1,2023.0,12.0,22.0,4.0
2023-02-15,FIRE,1,REGIMANUEL ESTATE,1,2023.0,2.0,15.0,2.0
2023-03-01,FIRE,1,LOWER NEW TAKORADI,1,2023.0,3.0,1.0,2.0
2023-02-02,FIRE,1,SEKONDI,1,2023.0,2.0,2.0,3.0
2023-04-04,FIRE,1,KOJOKROM ALATASEMENAFOM,1,2023.0,4.0,4.0,1.0
2023-07-04,MAN MADE (BUILDING COLLAPSE),1,TAKORADI AMANFUL,1,2023.0,7.0,4.0,1.0
2023-06-05,FIRE,1,FIJAI TOWN,1,2023.0,6.0,5.0,0.0
2023-05-23,FIRE,1,TAKORADI ZENITH AREA,1,2023.0,5.0,23.0,1.0
2023-05-30,FIRE,1,KWEIKUMA CAPRICE,1,2023.0,5.0,30.0,1.0
,FLOOD,3,TAKORADI ADAKOPE,1,,,,
2023-06-24,FLOOD,1,BAKAEKYIR,1,2023.0,6.0,24.0,5.0
2023-06-23,LANDSLIDE,1,OBOKROM,1,2023.0,6.0,23.0,4.0
2023-04-07,FIRE,1,TAKORADI MANKWADZI ROAD,1,2023.0,4.0,7.0,4.0
2023-12-07,FLOOD,1,"NKROFUL,DIABENE,KANSAWORODO",1,2023.0,12.0,7.0,3.0
2023-12-07,COLLAPSE,1,BU JUNCTION,1,2023.0,12.0,7.0,3.0
2023-11-11,DROWNING,1,MPINTSIN,1,2023.0,11.0,11.0,5.0
2023-10-29,MAN MADE(BUILDING COLLAPSE),1,NKETSIAKROM,1,2023.0,10.0,29.0,6.0
2023-03-03,FIRE,1,KAKUSUADO,1,2023.0,3.0,3.0,4.0
2023-11-03,FIRE,1,NSEIN,1,2023.0,11.0,3.0,4.0
2023-11-03,FIRE,1,AKYINIM,1,2023.0,11.0,3.0,4.0
2023-03-14,RAIN_STORM,1,ASSUAWUAH,1,2023.0,3.0,14.0,1.0
2023-03-14,RAIN_STORM,1,BAMIAKOR,1,2023.0,3.0,14.0,1.0
